Module	Section	Sample Name	Source
FastQC	all_sections	NGS001-23_16S_47_S42_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS001-23_16S_47_S42_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS001-23_16S_48_S48_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS001-23_16S_48_S48_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS001-23_16S_48_S48_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS001-23_16S_48_S48_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_29_S42_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_29_S42_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_29_S42_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_29_S42_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_30_S50_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_30_S50_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_30_S50_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_30_S50_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_31_S59_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_31_S59_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_31_S59_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_31_S59_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_32_S68_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_32_S68_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_32_S68_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_32_S68_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_33_S5_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_33_S5_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_33_S5_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_33_S5_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_34_S14_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_34_S14_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_34_S14_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_34_S14_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_35_S23_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_35_S23_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_35_S23_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_35_S23_L001_R2_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_36_S32_L001_R1_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_36_S32_L001_R1_001_fastqc.zip
FastQC	all_sections	NGS069-23_16S_36_S32_L001_R2_001	/workspace/GenoScribe/2-pipelines/3-metagenomic/work/27/36be3c8eccf93bbec97e06f50e73cd/Pre_fastqc_results/NGS069-23_16S_36_S32_L001_R2_001_fastqc.zip
